idPk;cost;warranty;inStock;timeDelevery;warrantyImported;usefulLife;spareParts;primaryFunctionalities;secondlyFunctionalities;brand;model;height;width;deep;weight;Items_idPk
38;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar ayuda a la hora de caminar.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";186
39;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Reducir el movimiento de la rodilla";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";187
40;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte y protección al pie.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";188
41;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte para movilidad diaria.";{};" No se especifica";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";189
42;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"mejora la circulación, evitando hinchazones y contribuyendo a una relajación y comodidad óptimas.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";190
43;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Reducir el movimiento de la pantorrilla.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";191
44;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Permitir generar ejercicios de rehabilitación.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";192
45;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a equipo medico";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";193
46;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"mejora la circulación, evitando hinchazones y contribuyendo a una relajación y comodidad óptimas.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";194
47;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar ayuda a la hora de caminar.";{};" No se especifica";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";195
48;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"limita parcialmente los movimientos de la muñeca";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";196
49;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a equipo medico";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";197
50;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la rehabilitación física";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";198
51;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la rehabilitación física";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";199
52;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la rehabilitación física";{};" No se especifica";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";200
53;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a la espalda";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";201
54;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Reducir el movimiento de la rodilla";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";202
55;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte y protección al usuario.";{};" Theraband";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";203
56;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte al uso diario del inodoro";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";204
57;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar ayuda a la hora de caminar.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";205
58;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte al cuello en uso diario";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";206
59;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Cuña para espalda";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";207
60;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte para movilidad diaria.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";208
61;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte para movilidad diaria.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";209
62;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a las piernas";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";210
63;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a equipo medico";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";211
64;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Reducir el movimiento del brazo o para estabilizar la clavícula.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";212
65;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a la espalda";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";213
66;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la rehabilitación física";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";214
67;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la rehabilitación física";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";215
68;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"limita parcialmente los movimientos del muslo";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";216
69;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte y estabilidad al usuario con discapacidad motriz";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";217
70;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a equipo medico";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";218
71;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la rehabilitación física";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";219
72;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a equipo medico";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";220
73;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Reducir el movimiento del brazo o para estabilizar la clavícula.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";221
74;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte a equipo medico";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";222
75;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Soporte cadera";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";223
76;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Soporte codo";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";224
77;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Soporte rotuliano rodilla";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";225
78;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte al uso diario del inodoro";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";226
79;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"mejora la circulación, evitando hinchazones y contribuyendo a una relajación y comodidad óptimas.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";227
80;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Dar soporte y estabilidad al usuario con discapacidad motriz";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";228
81;"No se especifica.";"No brinda información";1;"No aplica.";0;"No";{};"Permitir generar ejercicios de rehabilitación.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";229
82;"Gratis (en caso de ser préstamo) o bien alquilado por cuota voluntaria.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la movilidad del usuario.";{};" No se especifica dicha información.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";230
83;"Gratis (en caso de ser préstamo) o bien alquilado por cuota voluntaria.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la movilidad del usuario.";{};" No se especifica dicha información.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";231
84;"Gratis (en caso de ser préstamo) o bien alquilado por cuota voluntaria.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la movilidad del usuario.";{};" No se especifica dicha información.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";232
85;"Gratis (en caso de ser préstamo) o bien alquilado por cuota voluntaria.";"No brinda información";1;"No aplica.";0;"No";{};"Permite la movilidad del usuario.";{};" No se especifica dicha información.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";233
86;"17 mil colones por mes.";"No brinda información";1;"No aplica.";0;"No brindaron información";{};"Cama ajustable en altura, cabeza, pies y espalda.";{};" Drive y MK Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";234
87;"4 mil colones por mes";"No brinda información";1;"No aplica.";0;"No brindaron información";{};"Permitir al usuario poder bañarse o ser bañado estando sentado";{};" Drive y MK Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";235
88;"4 mil colones por mes";"No brinda información";1;"No aplica.";0;"No brindaron información";{};"Permite al usuario su movilidad.";{};" Drive y MK Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";236
89;"7 mil colones por mes";"No brinda información";1;"No aplica.";0;"No brindaron información";{};"Permitir al usuario poder ser movilizado y auto movilizarse.";{};" Drive y MK Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";237
90;"3 mil colones por mes (precio por par de muletas).";"No brinda información";1;"No aplica.";0;"No brindaron información";{};"Dar apoyo al usuario aSi como movilidad.";{};" Drive y MK Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";238
91;"4 mil colones por mes.";"No brinda información";1;"No aplica.";0;"No brindaron información";{};"Permitir al usuario poder realizar descarga de residuos.";{};" Drive y MK Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";239
92;"Gratis, se aceptan cuotas voluntarias";"No brinda información";1;"No aplica.";0;"No";{};"Instrumento usado para permitir el descanso al usuario.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";240
93;"Gratis, se aceptan cuotas voluntarias";"No brinda información";1;"No aplica.";0;"No";{};"Instrumento usado para permitir la movilización del usuario.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";241
94;"Gratis, se aceptan cuotas voluntarias";"No brinda información";1;"No aplica.";0;"No";{};"Instrumento usado para permitir la correcta limpieza del usuario.";{};" No se especifica.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";242
95;"40.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Utilizado para corregir defectos Posturales en el dorso y área lumbar.";{};" Nacional, Blunding.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";243
96;"25.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Indicado para torceduras y esguinces a nivel cervical.";{};" Nacional, Medipar.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";244
97;"De 1.500.000 a 5.000.000 (según detalles técnicos)";"No brinda información";0;"DE 30 a 60 días hábiles.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para traslado de pacientes con PC. Soporte extra para este tipo de pacientes.";{};" invacare";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";245
98;"23.000 CRC (nacional) 25.000 (Chileno) 35.000 (Renolife)";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Ideal para rodillas débiles o con lesiones que necesiten máximo apoyo lateral sin restringir el movimiento.";{};" Nacional, Blunding, Renolife";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";246
99;"23000 CRC (nacional) 25000 (Chileno) 35000 (Renolife)";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Acoge la cabeza y la nuca, amoldándose perfectamente a las curvaturas de las mismas";{};" Nacional, Blunding, Renolife";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";247
100;"7.500 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Se utiliza para inmovilizar y dar soporte a lesiones en clavícula y brazos.";{};" Nacional, Blunding, Medipar";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";248
101;"Muñequera de Soporte Nacional: 6500 CRC Muñequera de Soporte Marca Mueller: 7500 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para tratar esguinces o pequeñas torceduras en la mano.";{};" Nacional, Mueller.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";249
102;"23.000 CRC (nacional) 25.000 (Chileno) 35.000 (Renolife)";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Brinda confortable soporte a la columna vertebral durante largos periodos sentado en el trabajo, automóvil o la casa. Mejorando la circulación de la sangre y aliviando la presión de la espalda y hombros.";{};" Nacional, Blunding, Renolife";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";250
103;"Andadera con Freno y asiento: 75.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para traslado de pacientes con dificultad para caminar.";{};" Blunding, Drive Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";251
104;"Andaderas Ajustable 4 puntos: 37.500CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para traslado de pacientes con dificultad para caminar.";{};" Blunding, Drive Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";252
105;"Andadera con Ruedas Delanteras: 40.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para traslado de pacientes con dificultad para caminar.";{};" Blunding, Drive Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";253
106;"23.000 CRC (nacional) 25.000 (Chileno) 35.000 (Renolife)";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Brinda soporte confort y frescura. Su diseño con orificio al centro, evita el roce de la superficie con el área del coxis. Es liviano y fácil de transportar.";{};" Nacional, Blunding, Renolife";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";254
107;"Bota Inmovilizadora para Pie con aire 90.000 CRC Bota inmovilizadora para pie sencilla 70.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para tratar lesiones y torceduras. Se utiliza como inmovilizador completo de pie 90º. El paciente puede caminar con la bota puesta.";{};" Nacional.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";255
108;"Muleta Ajustable en altura 19.500 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para trasalado de pacientes con dificultad para caminar.";{};" Blunding, Drive Medical";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";256
109;"Férula Túnel Carpal: 18.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para tratamiento de afecciones como el túnel Carpal";{};" Nacional, Mueller.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";257
110;"Férula Tendinitis de Quervain 15.000 CRC.";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para tratamiento de afecciones como el túnel Carpal";{};" Nacional, Mueller.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";258
111;"Desde 43.000 hasta 80.000 colones. Los precios varían según talla, características y técnicas.";"No brinda información";0;"De 22 días a un mes hábil.";0;"Si se tiene (suelas), hasta que el usuario deje de usarlos, se recomienda el cambio cada 6 meses hasta 1 año máximo.";{};"Son fabricados según las especificaciones médicas de cada paciente con las correcciones necesarias para brindar estabilidad y corrección de problemas posturales.";{};" Ortopédica Garbanzo.";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";259
112;"23.000 CRC (nacional) 25.000 (Chileno) 35000 (Renolife)";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Son fabricados según las especificaciones médicas de cada paciente con el soporte indicado por el especialista (Rígido ó semirígido)";{};" Nacional, Blunding, Renolife";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";260
113;"Férula de Brazo 75.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para tratamiento de afecciones en tobillo, pie, brazo y mano.";{};" Nacional";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";261
114;"Férula de Pie 90º 90.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para tratamiento de afecciones en tobillo, pie, brazo y mano.";{};" Nacional";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";262
115;"Férula de Mano 65.000 CRC";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para tratamiento de afecciones en tobillo, pie, brazo y mano.";{};" Nacional";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";263
116;"Férulas Especiales: de 85.000 crc a 100.000 CRC.";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Para tratamiento de afecciones en tobillo, pie, brazo y mano.";{};" Nacional";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";264
117;"23000 CRC (nacional) 25000 (Chileno) 35000 (Renolife)";"No brinda información";0;"De 22 días a un mes hábil.";0;"La durabilidad varía según el uso. Lo recomendado es cambiarlo cada 6 a 12 meses.";{};"Perfecta para esguinces de tobillo y cuadros de artritis. Con sujeción entrecruzado en forma de 8 con placas laterales a ambos lados que ayudan a aportar mayor protección.";{};" Nacional, Blunding, Renolife";"No brinda información";"No brinda información";"No brinda información";"No brinda información";"No brinda información";265
